municipio;uf;bioma
ARARENDÁ;CE;Caatinga
ARNEIROZ;CE;Caatinga
AURORA;CE;Caatinga
BAIXIO;CE;Caatinga
BANABUIÚ;CE;Caatinga
BARREIRA;CE;Caatinga
BARRO;CE;Caatinga
BARROQUINHA;CE;Caatinga
BELA CRUZ;CE;Caatinga
BOA VIAGEM;CE;Caatinga
CAMOCIM;CE;Caatinga
CANINDÉ;CE;Caatinga
CARIRIAÇU;CE;Caatinga
CARIRÉ;CE;Caatinga
CARIÚS;CE;Caatinga
CARNAUBAL;CE;Caatinga
CASCAVEL;CE;Caatinga
CATARINA;CE;Caatinga
CATUNDA;CE;Caatinga
CEDRO;CE;Caatinga
CHOROZINHO;CE;Caatinga
CHORÓ;CE;Caatinga
COREAÚ;CE;Caatinga
CROATÁ;CE;Caatinga
DEPUTADO IRAPUAN PINHEIRO;CE;Caatinga
ERERÉ;CE;Caatinga
FORQUILHA;CE;Caatinga
FORTIM;CE;Caatinga
GRANJEIRO;CE;Caatinga
GRAÇA;CE;Caatinga
GROAÍRAS;CE;Caatinga
GUARACIABA DO NORTE;CE;Caatinga
HIDROLÂNDIA;CE;Caatinga
IBARETAMA;CE;Caatinga
IBIAPINA;CE;Caatinga
IBICUITINGA;CE;Caatinga
ICÓ;CE;Caatinga
IGUATU;CE;Caatinga
IPAUMIRIM;CE;Caatinga
IPUEIRAS;CE;Caatinga
IRAUÇUBA;CE;Caatinga
ITAIÇABA;CE;Caatinga
ITAPIÚNA;CE;Caatinga
ITAREMA;CE;Caatinga
JAGUARETAMA;CE;Caatinga
JAGUARIBE;CE;Caatinga
JAGUARUANA;CE;Caatinga
JUCÁS;CE;Caatinga
LAVRAS DA MANGABEIRA;CE;Caatinga
LIMOEIRO DO NORTE;CE;Caatinga
MARCO;CE;Caatinga
MARTINÓPOLE;CE;Caatinga
MAURITI;CE;Caatinga
MILAGRES;CE;Caatinga
MILHÃ;CE;Caatinga
MIRAÍMA;CE;Caatinga
MOMBAÇA;CE;Caatinga
MONSENHOR TABOSA;CE;Caatinga
MORRINHOS;CE;Caatinga
MUCAMBO;CE;Caatinga
NOVA RUSSAS;CE;Caatinga
OCARA;CE;Caatinga
ORÓS;CE;Caatinga
PACUJÁ;CE;Caatinga
PALHANO;CE;Caatinga
PALMÁCIA;CE;Caatinga
PARAMOTI;CE;Caatinga
PENTECOSTE;CE;Caatinga
PEREIRO;CE;Caatinga
PINDORETAMA;CE;Caatinga
PIQUET CARNEIRO;CE;Caatinga
PIRES FERREIRA;CE;Caatinga
POTIRETAMA;CE;Caatinga
QUITERIANÓPOLIS;CE;Caatinga
QUIXELÔ;CE;Caatinga
QUIXERÉ;CE;Caatinga
RERIUTABA;CE;Caatinga
RUSSAS;CE;Caatinga
SANTA QUITÉRIA;CE;Caatinga
SANTANA DO ACARAÚ;CE;Caatinga
SENADOR POMPEU;CE;Caatinga
SENADOR SÁ;CE;Caatinga
SOLONÓPOLE;CE;Caatinga
SÃO BENEDITO;CE;Caatinga
SÃO JOÃO DO JAGUARIBE;CE;Caatinga
SÃO LUÍS DO CURU;CE;Caatinga
TABULEIRO DO NORTE;CE;Caatinga
TAMBORIL;CE;Caatinga
TARRAFAS;CE;Caatinga
TEJUÇUOCA;CE;Caatinga
TURURU;CE;Caatinga
UMARI;CE;Caatinga
UMIRIM;CE;Caatinga
URUBURETAMA;CE;Caatinga
URUOCA;CE;Caatinga
VARJOTA;CE;Caatinga
VÁRZEA ALEGRE;CE;Caatinga
ARAIOSES;MA;Caatinga
BRASÍLIA DE MINAS;MG;Caatinga
CAPITÃO ENÉAS;MG;Caatinga
CATUTI;MG;Caatinga
CÔNEGO MARINHO;MG;Caatinga
FRANCISCO SÁ;MG;Caatinga
IBIRACATU;MG;Caatinga
ICARAÍ DE MINAS;MG;Caatinga
JANAÚBA;MG;Caatinga
JAPONVAR;MG;Caatinga
JUVENÍLIA;MG;Caatinga
LONTRA;MG;Caatinga
MATO VERDE;MG;Caatinga
MIRABELA;MG;Caatinga
MIRAVÂNIA;MG;Caatinga
MONTALVÂNIA;MG;Caatinga
MONTES CLAROS;MG;Caatinga
MONTEZUMA;MG;Caatinga
NOVA PORTEIRINHA;MG;Caatinga
PAI PEDRO;MG;Caatinga
PATIS;MG;Caatinga
PINTÓPOLIS;MG;Caatinga
PORTEIRINHA;MG;Caatinga
RIACHO DOS MACHADOS;MG;Caatinga
SERRANÓPOLIS DE MINAS;MG;Caatinga
SÃO FRANCISCO;MG;Caatinga
SÃO JOÃO DA PONTE;MG;Caatinga
SÃO JOÃO DO PARAÍSO;MG;Caatinga
VARZELÂNDIA;MG;Caatinga
VERDELÂNDIA;MG;Caatinga
AGUIAR;PB;Caatinga
ALAGOA GRANDE;PB;Caatinga
ALAGOA NOVA;PB;Caatinga
ALAGOINHA;PB;Caatinga
ALCANTIL;PB;Caatinga
ALGODÃO DE JANDAÍRA;PB;Caatinga
AMPARO;PB;Caatinga
APARECIDA;PB;Caatinga
ARARA;PB;Caatinga
ARAÇAGI;PB;Caatinga
AREIA;PB;Caatinga
AREIA DE BARAÚNAS;PB;Caatinga
AREIAL;PB;Caatinga
AROEIRAS;PB;Caatinga
ASSUNÇÃO;PB;Caatinga
BANANEIRAS;PB;Caatinga
BARAÚNA;PB;Caatinga
BARRA DE SANTA ROSA;PB;Caatinga
BARRA DE SANTANA;PB;Caatinga
BARRA DE SÃO MIGUEL;PB;Caatinga
BELÉM;PB;Caatinga
BELÉM DO BREJO DO CRUZ;PB;Caatinga
BERNARDINO BATISTA;PB;Caatinga
BOA VENTURA;PB;Caatinga
BOA VISTA;PB;Caatinga
BOM JESUS;PB;Caatinga
BOM SUCESSO;PB;Caatinga
BONITO DE SANTA FÉ;PB;Caatinga
BOQUEIRÃO;PB;Caatinga
BORBOREMA;PB;Caatinga
BREJO DO CRUZ;PB;Caatinga
BREJO DOS SANTOS;PB;Caatinga
CABACEIRAS;PB;Caatinga
CACHOEIRA DOS ÍNDIOS;PB;Caatinga
CACIMBA DE DENTRO;PB;Caatinga
CACIMBAS;PB;Caatinga
CAIÇARA;PB;Caatinga
CAJAZEIRAS;PB;Caatinga
CAJAZEIRINHAS;PB;Caatinga
CALDAS BRANDÃO;PB;Caatinga
CAMALAÚ;PB;Caatinga
CAMPINA GRANDE;PB;Caatinga
CAPIM;PB;Caatinga
CARAÚBAS;PB;Caatinga
CARRAPATEIRA;PB;Caatinga
CASSERENGUE;PB;Caatinga
CATOLÉ DO ROCHA;PB;Caatinga
CATURITÉ;PB;Caatinga
CONCEIÇÃO;PB;Caatinga
CONDADO;PB;Caatinga
CONGO;PB;Caatinga
COREMAS;PB;Caatinga
COXIXOLA;PB;Caatinga
CRUZ DO ESPÍRITO SANTO;PB;Caatinga
CUBATI;PB;Caatinga
CUITEGI;PB;Caatinga
CUITÉ;PB;Caatinga
CUITÉ DE MAMANGUAPE;PB;Caatinga
CURRAL VELHO;PB;Caatinga
CURRAL DE CIMA;PB;Caatinga
DAMIÃO;PB;Caatinga
DESTERRO;PB;Caatinga
DIAMANTE;PB;Caatinga
DONA INÊS;PB;Caatinga
DUAS ESTRADAS;PB;Caatinga
ESPERANÇA;PB;Caatinga
FAGUNDES;PB;Caatinga
FREI MARTINHO;PB;Caatinga
GADO BRAVO;PB;Caatinga
GUARABIRA;PB;Caatinga
GURINHÉM;PB;Caatinga
GURJÃO;PB;Caatinga
IBIARA;PB;Caatinga
IGARACY;PB;Caatinga
INGÁ;PB;Caatinga
ITABAIANA;PB;Caatinga
ITAPORANGA;PB;Caatinga
ITAPOROROCA;PB;Caatinga
ITATUBA;PB;Caatinga
JACARAÚ;PB;Caatinga
JERICÓ;PB;Caatinga
JOCA CLAUDINO;PB;Caatinga
JUAREZ TÁVORA;PB;Caatinga
JUAZEIRINHO;PB;Caatinga
JUNCO DO SERIDÓ;PB;Caatinga
JURIPIRANGA;PB;Caatinga
LAGOA;PB;Caatinga
LAGOA SECA;PB;Caatinga
LAGOA DE DENTRO;PB;Caatinga
LASTRO;PB;Caatinga
LIVRAMENTO;PB;Caatinga
LOGRADOURO;PB;Caatinga
MALTA;PB;Caatinga
MAMANGUAPE;PB;Caatinga
MANAÍRA;PB;Caatinga
MARI;PB;Caatinga
MARIZÓPOLIS;PB;Caatinga
MASSARANDUBA;PB;Caatinga
MATINHAS;PB;Caatinga
MATO GROSSO;PB;Caatinga
MOGEIRO;PB;Caatinga
MONTADAS;PB;Caatinga
MONTE HOREBE;PB;Caatinga
MONTEIRO;PB;Caatinga
MULUNGU;PB;Caatinga
NATUBA;PB;Caatinga
NAZAREZINHO;PB;Caatinga
NOVA FLORESTA;PB;Caatinga
NOVA OLINDA;PB;Caatinga
NOVA PALMEIRA;PB;Caatinga
OLIVEDOS;PB;Caatinga
OURO VELHO;PB;Caatinga
PARARI;PB;Caatinga
PASSAGEM;PB;Caatinga
PATOS;PB;Caatinga
PAULISTA;PB;Caatinga
PEDRA BRANCA;PB;Caatinga
PEDRA LAVRADA;PB;Caatinga
PEDRO RÉGIS;PB;Caatinga
PIANCÓ;PB;Caatinga
PICUÍ;PB;Caatinga
PILAR;PB;Caatinga
PILÕES;PB;Caatinga
PILÕEZINHOS;PB;Caatinga
PIRPIRITUBA;PB;Caatinga
POCINHOS;PB;Caatinga
POMBAL;PB;Caatinga
POÇO DANTAS;PB;Caatinga
POÇO DE JOSÉ DE MOURA;PB;Caatinga
PRATA;PB;Caatinga
PRINCESA ISABEL;PB;Caatinga
PUXINANÃ;PB;Caatinga
QUEIMADAS;PB;Caatinga
QUIXABA;PB;Caatinga
REMÍGIO;PB;Caatinga
RIACHO DE SANTO ANTÔNIO;PB;Caatinga
RIACHO DOS CAVALOS;PB;Caatinga
RIACHÃO;PB;Caatinga
RIACHÃO DO BACAMARTE;PB;Caatinga
RIACHÃO DO POÇO;PB;Caatinga
RIO TINTO;PB;Caatinga
SALGADINHO;PB;Caatinga
SALGADO DE SÃO FÉLIX;PB;Caatinga
SANTA CECÍLIA;PB;Caatinga
SANTA CRUZ;PB;Caatinga
SANTA HELENA;PB;Caatinga
SANTA INÊS;PB;Caatinga
SANTA LUZIA;PB;Caatinga
SANTANA DE MANGUEIRA;PB;Caatinga
SANTO ANDRÉ;PB;Caatinga
SAPÉ;PB;Caatinga
SERRA BRANCA;PB;Caatinga
SERRA GRANDE;PB;Caatinga
SERRA REDONDA;PB;Caatinga
SERRA DA RAIZ;PB;Caatinga
SERRARIA;PB;Caatinga
SERTÃOZINHO;PB;Caatinga
SOBRADO;PB;Caatinga
SOLEDADE;PB;Caatinga
SOSSÊGO;PB;Caatinga
SUMÉ;PB;Caatinga
SÃO BENTINHO;PB;Caatinga
SÃO BENTO;PB;Caatinga
SÃO DOMINGOS;PB;Caatinga
SÃO DOMINGOS DO CARIRI;PB;Caatinga
SÃO FRANCISCO;PB;Caatinga
SÃO JOSÉ DA LAGOA TAPADA;PB;Caatinga
SÃO JOSÉ DE CAIANA;PB;Caatinga
SÃO JOSÉ DE ESPINHARAS;PB;Caatinga
SÃO JOSÉ DE PIRANHAS;PB;Caatinga
SÃO JOSÉ DE PRINCESA;PB;Caatinga
SÃO JOSÉ DO BREJO DO CRUZ;PB;Caatinga
SÃO JOSÉ DO SABUGI;PB;Caatinga
SÃO JOSÉ DOS RAMOS;PB;Caatinga
SÃO JOÃO DO RIO DO PEIXE;PB;Caatinga
SÃO MIGUEL DE TAIPU;PB;Caatinga
SÃO SEBASTIÃO DE LAGOA DE ROÇA;PB;Caatinga
SÃO SEBASTIÃO DO UMBUZEIRO;PB;Caatinga
SÃO VICENTE DO SERIDÓ;PB;Caatinga
TACIMA;PB;Caatinga
TAPEROÁ;PB;Caatinga
TAVARES;PB;Caatinga
TENÓRIO;PB;Caatinga
TRIUNFO;PB;Caatinga
UIRAÚNA;PB;Caatinga
UMBUZEIRO;PB;Caatinga
VIEIRÓPOLIS;PB;Caatinga
VISTA SERRANA;PB;Caatinga
VÁRZEA;PB;Caatinga
ZABELÊ;PB;Caatinga
AFRÂNIO;PE;Caatinga
ALAGOINHA;PE;Caatinga
ANGELIM;PE;Caatinga
ARCOVERDE;PE;Caatinga
BELÉM DE MARIA;PE;Caatinga
BEZERROS;PE;Caatinga
BOM CONSELHO;PE;Caatinga
BOM JARDIM;PE;Caatinga
BONITO;PE;Caatinga
BREJINHO;PE;Caatinga
BREJÃO;PE;Caatinga
CACHOEIRINHA;PE;Caatinga
CAETÉS;PE;Caatinga
CALUMBI;PE;Caatinga
CALÇADO;PE;Caatinga
CAMOCIM DE SÃO FÉLIX;PE;Caatinga
CANHOTINHO;PE;Caatinga
CAPOEIRAS;PE;Caatinga
CARNAUBEIRA DA PENHA;PE;Caatinga
CARUARU;PE;Caatinga
CASINHAS;PE;Caatinga
CATENDE;PE;Caatinga
CHÃ GRANDE;PE;Caatinga
CUMARU;PE;Caatinga
CUPIRA;PE;Caatinga
CUSTÓDIA;PE;Caatinga
DORMENTES;PE;Caatinga
FEIRA NOVA;PE;Caatinga
FLORES;PE;Caatinga
FREI MIGUELINHO;PE;Caatinga
GARANHUNS;PE;Caatinga
GRANITO;PE;Caatinga
IATI;PE;Caatinga
IBIRAJUBA;PE;Caatinga
IGUARACY;PE;Caatinga
INGAZEIRA;PE;Caatinga
ITACURUBA;PE;Caatinga
ITAPETIM;PE;Caatinga
ITAÍBA;PE;Caatinga
JATOBÁ;PE;Caatinga
JOÃO ALFREDO;PE;Caatinga
JUCATI;PE;Caatinga
JUPI;PE;Caatinga
JUREMA;PE;Caatinga
LAGOA DOS GATOS;PE;Caatinga
LIMOEIRO;PE;Caatinga
MANARI;PE;Caatinga
MIRANDIBA;PE;Caatinga
OROBÓ;PE;Caatinga
OROCÓ;PE;Caatinga
OURICURI;PE;Caatinga
PANELAS;PE;Caatinga
PEDRA;PE;Caatinga
PESQUEIRA;PE;Caatinga
PETROLÂNDIA;PE;Caatinga
QUIXABA;PE;Caatinga
RIACHO DAS ALMAS;PE;Caatinga
SAIRÉ;PE;Caatinga
SALGADINHO;PE;Caatinga
SANHARÓ;PE;Caatinga
SANTA CRUZ;PE;Caatinga
SANTA CRUZ DA BAIXA VERDE;PE;Caatinga
SANTA CRUZ DO CAPIBARIBE;PE;Caatinga
SANTA FILOMENA;PE;Caatinga
SANTA MARIA DO CAMBUCÁ;PE;Caatinga
SANTA TEREZINHA;PE;Caatinga
SOLIDÃO;PE;Caatinga
SURUBIM;PE;Caatinga
SÃO BENTO DO UNA;PE;Caatinga
SÃO JOAQUIM DO MONTE;PE;Caatinga
SÃO JOSÉ DO BELMONTE;PE;Caatinga
SÃO JOSÉ DO EGITO;PE;Caatinga
SÃO JOÃO;PE;Caatinga
TABIRA;PE;Caatinga
TEREZINHA;PE;Caatinga
TERRA NOVA;PE;Caatinga
TORITAMA;PE;Caatinga
TRIUNFO;PE;Caatinga
TUPARETAMA;PE;Caatinga
VENTUROSA;PE;Caatinga
VERDEJANTE;PE;Caatinga
VERTENTE DO LÉRIO;PE;Caatinga
ÁGUAS BELAS;PE;Caatinga
ALAGOINHA DO PIAUÍ;PI;Caatinga
AMARANTE;PI;Caatinga
ANÍSIO DE ABREU;PI;Caatinga
AROEIRAS DO ITAIM;PI;Caatinga
ARRAIAL;PI;Caatinga
ASSUNÇÃO DO PIAUÍ;PI;Caatinga
AVELINO LOPES;PI;Caatinga
BELA VISTA DO PIAUÍ;PI;Caatinga
BELÉM DO PIAUÍ;PI;Caatinga
BETÂNIA DO PIAUÍ;PI;Caatinga
BOCAINA;PI;Caatinga
BONFIM DO PIAUÍ;PI;Caatinga
CAJAZEIRAS DO PIAUÍ;PI;Caatinga
CAMPINAS DO PIAUÍ;PI;Caatinga
CAMPO ALEGRE DO FIDALGO;PI;Caatinga
CAMPO GRANDE DO PIAUÍ;PI;Caatinga
CAPITÃO GERVÁSIO OLIVEIRA;PI;Caatinga
COCAL DOS ALVES;PI;Caatinga
COLÔNIA DO GURGUÉIA;PI;Caatinga
COLÔNIA DO PIAUÍ;PI;Caatinga
CORRENTE;PI;Caatinga
CRISTALÂNDIA DO PIAUÍ;PI;Caatinga
DIRCEU ARCOVERDE;PI;Caatinga
DOM EXPEDITO LOPES;PI;Caatinga
DOM INOCÊNCIO;PI;Caatinga
ELISEU MARTINS;PI;Caatinga
FARTURA DO PIAUÍ;PI;Caatinga
FLORES DO PIAUÍ;PI;Caatinga
FLORESTA DO PIAUÍ;PI;Caatinga
FLORIANO;PI;Caatinga
FRANCISCO AYRES;PI;Caatinga
FRANCISCO SANTOS;PI;Caatinga
GEMINIANO;PI;Caatinga
ILHA GRANDE;PI;Caatinga
INHUMA;PI;Caatinga
IPIRANGA DO PIAUÍ;PI;Caatinga
ISAÍAS COELHO;PI;Caatinga
ITAINÓPOLIS;PI;Caatinga
ITAUEIRA;PI;Caatinga
JACOBINA DO PIAUÍ;PI;Caatinga
JAICÓS;PI;Caatinga
JUAZEIRO DO PIAUÍ;PI;Caatinga
JÚLIO BORGES;PI;Caatinga
LAGOA DO BARRO DO PIAUÍ;PI;Caatinga
LAGOA DO SÍTIO;PI;Caatinga
MANOEL EMÍDIO;PI;Caatinga
MASSAPÊ DO PIAUÍ;PI;Caatinga
MILTON BRANDÃO;PI;Caatinga
MONSENHOR HIPÓLITO;PI;Caatinga
MORRO CABEÇA NO TEMPO;PI;Caatinga
NOVA SANTA RITA;PI;Caatinga
NOVO ORIENTE DO PIAUÍ;PI;Caatinga
OEIRAS;PI;Caatinga
PAES LANDIM;PI;Caatinga
PAQUETÁ;PI;Caatinga
PARNAGUÁ;PI;Caatinga
PATOS DO PIAUÍ;PI;Caatinga
PAVUSSU;PI;Caatinga
PEDRO LAURENTINO;PI;Caatinga
PICOS;PI;Caatinga
PIMENTEIRAS;PI;Caatinga
PIO IX;PI;Caatinga
QUEIMADA NOVA;PI;Caatinga
REGENERAÇÃO;PI;Caatinga
RIACHO FRIO;PI;Caatinga
RIBEIRA DO PIAUÍ;PI;Caatinga
RIO GRANDE DO PIAUÍ;PI;Caatinga
SANTA CRUZ DO PIAUÍ;PI;Caatinga
SANTA ROSA DO PIAUÍ;PI;Caatinga
SANTANA DO PIAUÍ;PI;Caatinga
SANTO ANTÔNIO DE LISBOA;PI;Caatinga
SANTO INÁCIO DO PIAUÍ;PI;Caatinga
SEBASTIÃO BARROS;PI;Caatinga
SIMPLÍCIO MENDES;PI;Caatinga
SOCORRO DO PIAUÍ;PI;Caatinga
SUSSUAPARA;PI;Caatinga
SÃO FRANCISCO DE ASSIS DO PIAUÍ;PI;Caatinga
SÃO JOSÉ DO PEIXE;PI;Caatinga
SÃO JOSÉ DO PIAUÍ;PI;Caatinga
SÃO JOÃO DA CANABRAVA;PI;Caatinga
SÃO JOÃO DA FRONTEIRA;PI;Caatinga
SÃO JOÃO DA VARJOTA;PI;Caatinga
SÃO JOÃO DO PIAUÍ;PI;Caatinga
SÃO LOURENÇO DO PIAUÍ;PI;Caatinga
SÃO LUIS DO PIAUÍ;PI;Caatinga
SÃO MIGUEL DO FIDALGO;PI;Caatinga
SÃO MIGUEL DO TAPUIO;PI;Caatinga
TANQUE DO PIAUÍ;PI;Caatinga
VALENÇA DO PIAUÍ;PI;Caatinga
VERA MENDES;PI;Caatinga
VILA NOVA DO PIAUÍ;PI;Caatinga
VÁRZEA BRANCA;PI;Caatinga
WALL FERRAZ;PI;Caatinga
AFONSO BEZERRA;RN;Caatinga
ALEXANDRIA;RN;Caatinga
ALMINO AFONSO;RN;Caatinga
ALTO DO RODRIGUES;RN;Caatinga
ANGICOS;RN;Caatinga
ANTÔNIO MARTINS;RN;Caatinga
APODI;RN;Caatinga
BARCELONA;RN;Caatinga
BENTO FERNANDES;RN;Caatinga
BODÓ;RN;Caatinga
BOM JESUS;RN;Caatinga
BREJINHO;RN;Caatinga
CAICÓ;RN;Caatinga
CAIÇARA DO NORTE;RN;Caatinga
CAIÇARA DO RIO DO VENTO;RN;Caatinga
CAMPO GRANDE;RN;Caatinga
CAMPO REDONDO;RN;Caatinga
CANGUARETAMA;RN;Caatinga
CARAÚBAS;RN;Caatinga
CARNAÚBA DOS DANTAS;RN;Caatinga
CERRO CORÁ;RN;Caatinga
CORONEL EZEQUIEL;RN;Caatinga
CORONEL JOÃO PESSOA;RN;Caatinga
CRUZETA;RN;Caatinga
CURRAIS NOVOS;RN;Caatinga
DOUTOR SEVERIANO;RN;Caatinga
ENCANTO;RN;Caatinga
ESPÍRITO SANTO;RN;Caatinga
EXTREMOZ;RN;Caatinga
FELIPE GUERRA;RN;Caatinga
FERNANDO PEDROZA;RN;Caatinga
FLORÂNIA;RN;Caatinga
FRANCISCO DANTAS;RN;Caatinga
FRUTUOSO GOMES;RN;Caatinga
GALINHOS;RN;Caatinga
GOVERNADOR DIX-SEPT ROSADO;RN;Caatinga
GROSSOS;RN;Caatinga
IELMO MARINHO;RN;Caatinga
IPANGUAÇU;RN;Caatinga
IPUEIRA;RN;Caatinga
ITAJÁ;RN;Caatinga
ITAÚ;RN;Caatinga
JANDAÍRA;RN;Caatinga
JANDUÍS;RN;Caatinga
JANUÁRIO CICCO;RN;Caatinga
JAPI;RN;Caatinga
JARDIM DE ANGICOS;RN;Caatinga
JARDIM DE PIRANHAS;RN;Caatinga
JARDIM DO SERIDÓ;RN;Caatinga
JAÇANÃ;RN;Caatinga
JOSÉ DA PENHA;RN;Caatinga
JOÃO CÂMARA;RN;Caatinga
JOÃO DIAS;RN;Caatinga
JUNDIÁ;RN;Caatinga
LAGOA NOVA;RN;Caatinga
LAGOA SALGADA;RN;Caatinga
LAGOA D'ANTA;RN;Caatinga
LAGOA DE PEDRAS;RN;Caatinga
LAGOA DE VELHOS;RN;Caatinga
LAJES;RN;Caatinga
LAJES PINTADAS;RN;Caatinga
LUCRÉCIA;RN;Caatinga
LUÍS GOMES;RN;Caatinga
MACAÍBA;RN;Caatinga
MAJOR SALES;RN;Caatinga
MARCELINO VIEIRA;RN;Caatinga
MAXARANGUAPE;RN;Caatinga
MESSIAS TARGINO;RN;Caatinga
MONTANHAS;RN;Caatinga
MONTE ALEGRE;RN;Caatinga
MONTE DAS GAMELEIRAS;RN;Caatinga
NATAL;RN;Caatinga
NOVA CRUZ;RN;Caatinga
NÍSIA FLORESTA;RN;Caatinga
OLHO D'ÁGUA DO BORGES;RN;Caatinga
OURO BRANCO;RN;Caatinga
PARANÁ;RN;Caatinga
PARAZINHO;RN;Caatinga
PARAÚ;RN;Caatinga
PARELHAS;RN;Caatinga
PARNAMIRIM;RN;Caatinga
PASSA E FICA;RN;Caatinga
PASSAGEM;RN;Caatinga
PATU;RN;Caatinga
PAU DOS FERROS;RN;Caatinga
PEDRA GRANDE;RN;Caatinga
PEDRA PRETA;RN;Caatinga
PEDRO AVELINO;RN;Caatinga
PEDRO VELHO;RN;Caatinga
PENDÊNCIAS;RN;Caatinga
PILÕES;RN;Caatinga
PORTALEGRE;RN;Caatinga
POÇO BRANCO;RN;Caatinga
PUREZA;RN;Caatinga
RAFAEL FERNANDES;RN;Caatinga
RAFAEL GODEIRO;RN;Caatinga
RIACHO DA CRUZ;RN;Caatinga
RIACHO DE SANTANA;RN;Caatinga
RIACHUELO;RN;Caatinga
RIO DO FOGO;RN;Caatinga
RODOLFO FERNANDES;RN;Caatinga
RUY BARBOSA;RN;Caatinga
SANTA CRUZ;RN;Caatinga
SANTA MARIA;RN;Caatinga
SANTANA DO MATOS;RN;Caatinga
SANTANA DO SERIDÓ;RN;Caatinga
SANTO ANTÔNIO;RN;Caatinga
SENADOR ELÓI DE SOUZA;RN;Caatinga
SERRA CAIADA;RN;Caatinga
SERRA DE SÃO BENTO;RN;Caatinga
SERRA DO MEL;RN;Caatinga
SERRINHA;RN;Caatinga
SERRINHA DOS PINTOS;RN;Caatinga
SEVERIANO MELO;RN;Caatinga
SÃO BENTO DO TRAIRÍ;RN;Caatinga
SÃO FERNANDO;RN;Caatinga
SÃO FRANCISCO DO OESTE;RN;Caatinga
SÃO GONÇALO DO AMARANTE;RN;Caatinga
SÃO JOSÉ DE MIPIBU;RN;Caatinga
SÃO JOSÉ DO CAMPESTRE;RN;Caatinga
SÃO JOSÉ DO SERIDÓ;RN;Caatinga
SÃO JOÃO DO SABUGI;RN;Caatinga
SÃO MIGUEL;RN;Caatinga
SÃO MIGUEL DO GOSTOSO;RN;Caatinga
SÃO PAULO DO POTENGI;RN;Caatinga
SÃO PEDRO;RN;Caatinga
SÃO RAFAEL;RN;Caatinga
SÃO TOMÉ;RN;Caatinga
SÃO VICENTE;RN;Caatinga
SÍTIO NOVO;RN;Caatinga
TABOLEIRO GRANDE;RN;Caatinga
TAIPU;RN;Caatinga
TANGARÁ;RN;Caatinga
TENENTE ANANIAS;RN;Caatinga
TENENTE LAURENTINO CRUZ;RN;Caatinga
TIBAU;RN;Caatinga
TIMBAÚBA DOS BATISTAS;RN;Caatinga
TOUROS;RN;Caatinga
TRIUNFO POTIGUAR;RN;Caatinga
UMARIZAL;RN;Caatinga
UPANEMA;RN;Caatinga
VENHA-VER;RN;Caatinga
VIÇOSA;RN;Caatinga
VÁRZEA;RN;Caatinga
ÁGUA NOVA;RN;Caatinga
AMPARO DO SÃO FRANCISCO;SE;Caatinga
AQUIDABÃ;SE;Caatinga
CAMPO DO BRITO;SE;Caatinga
CANHOBA;SE;Caatinga
CEDRO DE SÃO JOÃO;SE;Caatinga
CUMBE;SE;Caatinga
FEIRA NOVA;SE;Caatinga
FREI PAULO;SE;Caatinga
GARARU;SE;Caatinga
GRACHO CARDOSO;SE;Caatinga
ITABAIANA;SE;Caatinga
ITABI;SE;Caatinga
LAGARTO;SE;Caatinga
MACAMBIRA;SE;Caatinga
MALHADA DOS BOIS;SE;Caatinga
MOITA BONITA;SE;Caatinga
MONTE ALEGRE DE SERGIPE;SE;Caatinga
MURIBECA;SE;Caatinga
NOSSA SENHORA APARECIDA;SE;Caatinga
NOSSA SENHORA DA GLÓRIA;SE;Caatinga
NOSSA SENHORA DAS DORES;SE;Caatinga
NOSSA SENHORA DE LOURDES;SE;Caatinga
PEDRA MOLE;SE;Caatinga
PINHÃO;SE;Caatinga
PORTO DA FOLHA;SE;Caatinga
POÇO VERDE;SE;Caatinga
RIACHÃO DO DANTAS;SE;Caatinga
RIBEIRÓPOLIS;SE;Caatinga
SIMÃO DIAS;SE;Caatinga
SÃO DOMINGOS;SE;Caatinga
SÃO MIGUEL DO ALEIXO;SE;Caatinga
TELHA;SE;Caatinga
TOBIAS BARRETO;SE;Caatinga
TOMAR DO GERU;SE;Caatinga
ANGICAL;BA;Cerrado
BOM JESUS DA LAPA;BA;Cerrado
BOQUIRA;BA;Cerrado
BOTUPORÃ;BA;Cerrado
BREJOLÂNDIA;BA;Cerrado
CACULÉ;BA;Cerrado
CAETITÉ;BA;Cerrado
CANÁPOLIS;BA;Cerrado
CATOLÂNDIA;BA;Cerrado
CONDEÚBA;BA;Cerrado
CORDEIROS;BA;Cerrado
CORIBE;BA;Cerrado
CORRENTINA;BA;Cerrado
COTEGIPE;BA;Cerrado
CRISTÓPOLIS;BA;Cerrado
FEIRA DA MATA;BA;Cerrado
GUANAMBI;BA;Cerrado
IGAPORÃ;BA;Cerrado
JACARACI;BA;Cerrado
LAGOA REAL;BA;Cerrado
LICÍNIO DE ALMEIDA;BA;Cerrado
LIVRAMENTO DE NOSSA SENHORA;BA;Cerrado
MACAÚBAS;BA;Cerrado
MATINA;BA;Cerrado
MORTUGABA;BA;Cerrado
MUQUÉM DO SÃO FRANCISCO;BA;Cerrado
OLIVEIRA DOS BREJINHOS;BA;Cerrado
PARAMIRIM;BA;Cerrado
PARATINGA;BA;Cerrado
PILÃO ARCADO;BA;Cerrado
PINDAÍ;BA;Cerrado
